x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,class_label
-2.481112039,-2.388420489,-3.120226957,-2.030854556,-3.657371333,-1.868050959,-2.063151904,-2.047192701,-1.79052375,-0.749721884,-2.61010073,-2.934693124,-3.073970505,-2.075401169,-2.714823282,-4.29365094,1
-2.426734817,-1.8746005,-1.814766602,-1.767688909,-3.459142698,-2.439197421,-2.21094425,-2.181638351,-3.109689501,-1.865656609,-2.230732269,-2.294015371,-1.926172112,-2.6381889,-1.460905955,-3.792608739,1
-2.091296292,-2.081732494,-2.440328228,-2.087069672,-1.724192404,-2.192855143,-1.37699948,-1.974845412,-2.436270997,-1.36336785,-1.026398226,-1.725421936,-3.670529308,-1.939790165,-3.300381516,-1.057131325,1
1.977369049,2.867730288,3.08230432,1.626714692,2.500711227,3.770320261,1.706993636,1.855352957,2.52214295,2.226887921,1.843921126,2.713578262,2.674390133,2.490035002,1.935782493,2.463972532,1
2.609283161,2.919680192,2.409847103,3.460052941,2.094780375,2.860867487,2.087079894,2.687965315,2.885550148,1.925314265,2.430374674,3.776879215,1.641943568,1.999416132,2.167353222,2.740134727,1
1.845210995,2.970034833,3.64368882,2.233738567,1.775961086,1.996203669,2.70073047,2.27567402,3.371008838,1.81247111,2.166069209,2.565582873,1.49646911,2.141931429,2.344568089,1.086731113,1
-2.826456772,-2.170981053,-2.579197256,-2.742244371,-1.934656002,-1.607389984,-2.928779247,-2.007039379,-1.782237823,-2.403174142,-2.212028069,-2.994953355,-3.139623434,-1.698612445,-2.343128637,-3.344187174,1
1.933123455,1.834739514,0.733853959,2.763375853,2.67226079,3.270264815,1.64421925,3.380226764,2.255076244,1.876764179,2.345960371,2.348478373,2.320016933,3.096964939,2.478697162,2.153265538,1
-1.55108695,-2.054461024,-2.69769622,-1.794460214,-2.640917466,-3.267097625,-0.352284187,-3.842358331,-3.171446855,-1.77592002,-2.89737194,-1.234165577,-2.7727222,-1.637019458,-4.305498439,-1.742257821,1
2.655688453,1.335925872,4.041622992,3.559655979,2.424983341,3.42805615,3.268458011,0.915183622,1.905423867,2.237814628,2.255835647,1.563755627,1.994857873,4.242583681,2.95250651,2.603258365,1
2.267172061,1.998003011,1.521512495,2.786519148,2.524738089,2.632984539,1.748941806,1.951119238,2.370247771,2.205242651,2.888800693,3.092734882,3.67644719,1.870925663,2.87752843,3.03863003,1
3.222253333,3.386901268,2.458516722,1.783349867,2.139624384,2.698265333,3.3748535,2.1981411,1.761541382,3.025835589,1.273476489,2.95938261,1.621798448,2.384191837,1.167939363,3.746613974,1
-2.354087631,-2.075964913,-2.918200387,-1.792599809,-2.483396919,-1.483826177,-2.985771686,-3.455400867,-2.630752026,-2.867517902,-2.257914809,-3.03208479,-3.051190276,-1.800155394,-2.233554518,-2.443197485,1
2.36324244,2.810911056,2.321629759,2.640351251,3.068566902,1.772504692,2.190850797,3.952152942,1.539435571,2.903997936,2.485527377,2.005968084,2.696592315,2.428596047,1.382372059,1.741087275,1
-3.090945365,-2.583118321,-2.059870801,-1.323383822,-1.046564672,-1.915225105,-2.929871723,-2.6271466,-2.337793067,-3.592397863,-2.761750922,-3.300238524,-2.508438255,-2.250766789,-1.581079288,-2.667802456,1
1.874973989,3.090070922,1.2923097,2.470419997,2.855973452,1.723452374,2.815702351,2.826784791,1.244710142,1.495841466,1.055984574,1.477879238,2.575595144,1.617692544,2.867170933,2.670254413,1
-3.009914509,-2.296865835,-1.664924891,-3.031427246,-2.062546699,-2.962441188,-1.971264071,-2.820892671,-2.236410591,-1.979106682,-1.832778378,-1.716879514,-1.253262388,-3.120754023,-0.394316373,-3.637667363,1
2.76563303,2.547422568,2.250050391,2.409371912,2.389045579,1.999264013,3.329430356,2.246005863,2.99436211,2.690367477,2.494584324,1.714183826,3.36288527,1.226689762,0.84584376,3.229113426,1
-2.174067733,-1.4201798,-2.534073038,-1.880457617,-2.443752533,-2.625541493,-1.920794036,-2.246979018,-4.284683813,-2.065356727,-4.213329923,-1.619853921,-1.306455282,-2.014315312,-3.228352112,-2.461570945,1
2.721320742,1.79408617,3.245251767,2.364513141,3.577828362,2.704049942,2.229960887,2.490111565,2.645250742,1.807942624,2.006455096,1.723538251,3.049454367,2.309702839,2.527183996,2.317940783,1
2.305047645,2.231671998,3.745463928,1.185956258,1.480792442,2.872890346,2.300052362,2.522242455,1.773797737,1.207589699,2.690873723,2.676948607,1.999939579,2.387896018,1.83335883,2.639952587,1
-1.982337254,-3.374646268,-1.582594421,-1.972257522,-2.31764419,-3.393983035,-2.345474344,-2.312352807,-2.308511175,-1.192791615,-2.045672095,-1.559050579,-3.564638282,-2.794521893,-2.800468312,-1.790067681,1
-2.475173377,-0.941759274,-1.174887291,-2.644652239,-1.659629185,-2.114986068,-0.757012687,-1.625439574,-2.244630136,-2.381974476,-2.425430934,-3.02146101,-2.148204536,-2.733393588,-2.818982483,-2.26938287,1
2.983820747,2.35164611,2.366253495,3.525619296,3.147118345,2.123888474,2.660455902,2.468520364,2.244080716,1.403213304,2.969801344,1.41616013,3.223186843,2.510563699,1.338829036,2.553212083,1
-1.934787826,-2.773478532,-2.47948539,-1.948315924,-1.682049775,-2.58843754,-1.444562961,-2.706890437,-2.25281517,-2.873277508,-3.063128477,-1.438653261,-3.289721917,-2.255415814,-1.516323056,-2.779132421,1
-2.770101572,-3.147023332,-2.850327407,-2.250321991,-2.320507092,-0.675988645,-1.407374959,-2.209650172,-1.668193784,-1.606898009,-2.3328056,-1.893269394,-3.324835132,-1.792820685,-1.427318229,-1.420805682,1
2.83449925,2.281537446,1.696070493,2.307803826,2.116117663,3.425661724,3.162299665,3.934994594,1.419250501,2.141406918,2.772201738,2.780653013,3.474498494,1.758405268,3.621530256,2.24544374,1
-2.542671376,-1.900938864,-3.235054415,-1.384284523,-2.402919779,-3.134905424,-1.198627616,-1.926197304,-2.30302411,-3.524264148,-0.350908539,-2.47062612,-2.690972689,-1.98544078,-2.781794026,-2.264595618,1
-1.587338935,-1.780974309,-2.12862393,-2.337422822,-3.55303799,-1.545199657,-2.541370796,-1.780276574,-3.044085868,-3.19608383,-2.40851206,-1.34333549,-2.394029403,-3.086688944,-2.583149486,-2.430222019,1
2.064313721,2.086108735,3.260847041,2.739504328,2.175637319,2.391408288,1.090663445,2.262385444,2.132727421,2.3096409,2.733520422,2.688796115,2.374459713,2.343753821,2.054473376,2.824512972,1
3.032328184,1.907748938,2.798229049,2.045021251,1.94412774,1.97923131,3.134472214,1.722945328,3.179371442,1.628629205,2.626668859,2.557026193,2.294777063,2.787454034,2.862614185,1.45108595,1
1.997138012,1.822297444,2.895132184,3.309639634,1.822031147,3.243548268,2.258106163,3.457327284,2.816680974,1.726876301,2.849506312,2.25663265,2.030410345,2.496138418,1.786243288,2.091762138,1
-1.829913727,-2.643631608,-3.224597815,-1.990718219,-1.94798961,-4.159920437,-1.876205738,-2.800961181,-1.920979754,-3.499687976,-2.813364479,-2.760188688,-4.292477875,-2.451379172,-2.020391227,-2.727502343,1
2.148446278,2.390349049,2.277857838,2.592155451,2.204246574,2.409618199,1.756076568,2.308575578,2.008624842,2.876590776,3.032182043,2.510957999,2.172995333,2.321303877,0.877310829,1.636873302,1
2.778218322,2.303146812,1.871233396,2.310568974,2.12727038,2.609400516,2.280501378,2.584216238,2.120248985,2.676256918,3.127585917,3.172996462,2.1746073,1.907564507,1.847870706,2.942726848,1
-5.628445698,0.713908789,5.473947613,-2.387043392,1.366950457,-2.429390349,-0.282485664,-1.452251649,5.179272854,-4.599201973,-3.668666511,-5.998144827,-2.722551719,1.569794846,-2.03422105,5.412268995,1
3.814288405,1.695286917,2.583890025,3.058087867,1.492896415,3.272417925,2.092711769,1.390914415,3.140699673,1.735996592,3.674502397,2.080398301,2.051049146,2.396677686,1.639390181,3.207261888,1
-2.45821567,-2.186962666,-2.754437609,-2.561008191,-2.789557884,-3.732946436,-2.379727192,-2.130977802,-2.39675335,-1.305508011,-2.455350487,-2.75978691,-1.834896013,-2.215657233,-1.900503408,-2.557511965,1
2.285509193,3.903561557,2.368494798,2.071098089,1.41390847,2.775984889,2.642106879,3.422488217,1.846242282,4.417901559,1.356844022,2.137506808,1.141144707,2.770686881,2.926993659,2.270460204,1
2.741908889,2.201314784,1.945424953,2.114180335,2.477554492,2.68690761,2.442591306,2.365717665,3.625250188,1.971315619,3.207858546,1.957638531,1.733198517,2.709032932,1.897610705,2.202408039,1
-4.114968518,-1.739322088,-0.455163921,-2.483212892,-1.688217564,-1.700039438,-1.002395716,-1.642451493,-3.612798847,-2.702980059,-2.144377947,-1.907077193,-2.770906852,-2.655231247,-1.395163428,-2.791593852,1
-1.787214995,-2.157933798,-1.389442769,5.316842366,1.390665141,-5.720334814,3.622274871,-3.489379523,-1.725906518,0.86720645,3.050242801,-4.473891427,5.342082671,1.374127893,-5.051978487,-1.785082806,1
2.6661545,3.095799224,2.39775936,1.371123817,3.641111507,2.697304192,3.041569837,3.3968024,1.729222455,1.827415349,2.87225887,2.718017245,2.72473891,2.329574607,2.172196526,1.947341722,1
-2.008019999,-0.42959664,-3.622323472,-2.623558775,-1.818704492,-1.335848805,-2.462071331,-1.13315262,-2.844579554,-2.870888438,-1.803721765,-2.592928475,-2.585452821,-2.867916484,-2.518854095,-2.882062821,1
-3.546693963,-3.428641499,-1.675306588,-2.255220468,-2.561274041,-2.225800273,-2.09490686,-2.871933668,-2.263073075,-3.827644232,-2.783791069,-1.715017847,-2.390025443,-1.536366173,-2.126604255,-1.154620416,1
-1.898987998,-1.03763734,-2.572501063,-1.363232931,-1.63003815,-2.25674903,-2.466016003,-2.765067298,-1.760305156,-2.38460843,-1.8653042,-2.834601123,-2.587493903,-2.581351324,-2.902969791,-1.554580598,1
2.978943232,2.616421232,2.347373825,2.31815063,3.188360141,2.007888638,2.620811337,2.622704699,3.595363613,2.68299319,3.054874596,1.437172744,2.706411645,2.05582096,2.546550631,2.494277989,1
1.885456615,1.074923275,2.419541785,1.582624013,2.727590558,2.179031444,4.030837461,1.755618607,1.853508766,2.312015638,2.018383567,1.70982031,1.716837619,1.937066307,3.637362262,2.317202108,1
2.496503991,2.560495767,2.973793907,1.318766846,4.13546677,2.490763484,2.730706788,2.658170039,2.746774238,1.804512458,2.836447616,3.260949013,2.586977661,2.139929264,2.942507115,2.520049299,1
-2.001653021,-1.782849149,-1.998965156,-2.198758941,-3.318879116,-3.057421867,-2.541182052,-2.928303907,-2.466934135,-3.187352451,-1.619021687,-1.772976358,-1.882252847,-2.160380855,-2.146290048,-1.938660903,1
-1.762628941,3.982993662,4.527240939,3.761150489,-5.798221625,-0.267865055,0.579398623,-5.961333647,1.326756503,-0.062387198,2.853066597,4.7754741,-5.807095919,-2.213509164,-5.421343629,-4.408096927,1
2.152139735,1.640821491,2.191624018,2.874281496,2.401242208,2.936596201,1.90405553,1.71883651,2.801586532,2.476370067,1.607967893,2.12782958,2.573744453,2.998663751,1.773946343,3.694546969,1
2.734025164,1.533511401,3.572537629,1.578099752,2.945616048,3.129853865,0.735210223,1.067775801,3.663734412,1.256279682,1.69104931,3.031650453,2.893103722,1.763145036,2.610099655,2.279251407,1
2.574887385,1.729279949,2.015793427,2.573549061,1.847880049,2.413671873,2.871141276,2.793490723,2.246047456,1.917588754,1.709414381,1.521222755,0.994560924,2.612572901,2.511167732,1.900235889,1
2.153270151,2.283027817,2.684878287,2.732382236,3.775457683,1.956746858,2.178918393,2.310865886,2.631592911,2.668589103,2.588701325,1.503218409,2.732803349,2.417058033,3.256352825,0.472930809,1
1.782115486,2.952617464,2.464817292,1.54141724,2.718796876,4.011468677,0.813017401,3.561228066,2.419636101,1.651202865,1.829429259,2.05704148,3.342207935,2.372574548,2.967036605,2.285131766,1
-2.13470048,-2.938982907,-1.894938029,-1.73463797,-2.900188236,-3.044925415,-1.844021272,-1.953312877,-2.276798247,-2.10169059,-4.262679191,-1.697497725,-2.173060555,-2.444633456,-0.888962148,-2.71353478,1
2.440828862,1.584407182,2.431833447,1.608869303,3.194738807,2.031331075,2.803081134,2.356371645,1.14489749,1.897065493,3.020284376,1.807705972,2.594593502,2.377863184,3.869056799,1.914309218,1
-2.611454353,-1.953806659,-2.213094968,-2.026753802,-3.766634827,-2.995078506,-2.094139746,-3.496322753,-1.262079605,-2.444850781,-3.310686061,-2.421552765,-1.461923919,-1.663069803,-3.592923955,-2.846664834,1
-2.922595337,-2.496570938,-2.323115328,-2.706419148,-2.108085638,-2.558399697,-2.785233409,-2.514101315,-2.148756867,-3.408193284,-2.327516732,-2.255594826,-2.093264697,-0.421044447,-1.680239572,-1.769701119,1
2.061576351,2.065237321,3.322342753,1.571687697,2.858649631,3.062525807,1.736410477,2.102589349,1.343478311,2.649479028,1.156345756,2.98628066,2.675121458,1.232806811,1.428300597,2.71169703,1
3.076957184,3.197244183,1.21502493,1.939762232,3.917293205,2.6401155,3.335766382,2.194973571,2.415208934,1.894262051,1.618053558,1.964527998,1.037630591,1.935426521,2.72829241,3.015699764,1
2.942743914,2.232172136,1.152229698,2.003913735,1.688713336,2.855505184,2.736679112,2.318811351,1.780300794,1.799278853,1.295443566,2.229363794,1.494722705,2.163671203,1.034507616,1.725033669,1
-2.764657132,-1.840782639,-2.884891818,-3.025648139,-1.749634491,-2.027132151,-1.68640463,-2.3478464,-2.716536695,-3.953709798,-2.182497878,-3.716269112,-3.677369434,-1.131114652,-1.868065298,-2.19412415,1
-1.882635699,-2.199368765,-1.49583151,-3.780776795,-2.077011684,-0.772714754,-1.758536877,-1.702142222,-1.921672199,-2.260606284,-2.383477802,-3.08367964,-1.990832117,-2.008443465,-1.662947433,-2.477550953,1
3.039452645,2.72778152,1.447436772,3.152608398,2.651396001,1.856260735,2.686736842,2.655045269,4.158894121,1.165639857,3.232389404,2.966687888,1.297693658,2.694137797,2.960487541,1.292612263,1
-2.185607463,-2.986377621,-1.715829233,-2.430170783,-1.415712665,-1.433758891,-2.78256769,-2.9472267,-3.720881902,-2.470137094,-1.814449532,-2.661102739,-2.654770025,-2.24520246,-2.005358199,-2.109505179,1
2.672542048,2.025781026,2.259838803,1.903299225,2.00947232,2.288342024,0.897091298,2.826171399,3.160317613,2.898591313,1.449766671,3.213132989,3.674136107,1.619229511,3.056847495,2.8996146,1
-1.910413894,-2.092425574,-3.43403384,-2.898676791,-3.171435622,-3.722915265,-1.645843455,-1.594013934,-1.775877158,-2.751036436,-2.817022573,-3.06716206,-2.81604856,-1.225115079,-3.411128595,-1.577071189,1
3.386937753,1.917650222,2.925591672,1.989591967,2.991327088,2.467414346,1.835950838,2.875214731,1.988922806,1.594662282,2.381021019,1.090093098,2.988567345,1.736128531,2.200875244,3.344225588,1
2.594545389,3.549649439,2.279505509,2.616281391,2.430034164,1.783238825,1.226219421,2.345146983,1.89072776,2.441619893,2.85037739,3.205828418,1.875258352,1.701353056,2.943481518,3.462865075,1
2.232316051,3.995136907,3.119252075,3.608505044,2.870142001,1.865249671,2.240283104,3.656899451,1.777122722,0.309512365,2.10859729,0.933511358,2.026525053,2.469591288,2.833660084,2.491315944,1
2.286347896,3.129447981,3.138867133,2.589286722,1.423510364,2.148650022,2.299646518,2.311949515,2.237111591,1.674805942,3.919742353,3.022151327,2.422580214,2.523515059,4.260220696,1.78781266,1
-2.705354608,-1.478459216,-3.631670427,-3.396641009,-3.130778581,-1.967883892,-3.453290871,-2.11171003,-2.001224371,-1.897245674,-2.579481093,-3.331805223,-1.360495394,-2.400568868,-2.47784971,-2.69532804,1
3.190791958,2.667258091,2.920438745,1.941015376,2.455745961,2.252005506,2.761833467,3.205528849,1.533951475,2.070505787,2.096894351,2.018255732,1.567402191,2.694243668,2.122534038,3.614307496,1
2.463167172,1.897938562,2.039454231,1.956308774,1.026103449,2.6682147,2.205977328,1.96362328,2.441679964,3.234575988,2.44941768,2.562968724,3.057137814,1.551333017,3.12459541,2.378960111,1
3.231900855,1.168240236,2.339617408,2.499369599,3.480179634,2.666332965,3.017843727,2.060051137,1.68841261,1.756371322,2.92103441,1.955777855,2.197557834,2.25192612,2.739718198,2.398940483,1
2.913117011,2.051007517,2.254919585,1.106560478,3.131467436,2.788258664,4.095049562,2.75243395,1.737373544,3.043278337,3.000708808,2.829004994,2.457346649,1.699661788,1.847032178,1.566927006,1
-2.738134108,-3.677617592,-2.688721766,-2.161606394,-2.312516187,-3.168490465,-2.392210342,-2.254009069,-2.212455082,-2.452206191,-2.688202417,-2.14318473,-1.606229408,-1.833140526,-2.126773314,-2.333183355,1
2.536970917,3.391841916,0.915372901,2.211215119,1.04129362,2.73702022,1.444397889,3.096722165,1.635125138,2.814704256,3.640225755,2.542496055,2.025820927,2.020491347,2.369708691,3.907755281,1
-1.198934468,-2.285947758,-1.728884663,-3.772685597,-1.793996595,-2.68031266,-1.973258094,-2.104106321,-1.600568362,-2.053826923,-2.802117749,-3.90464177,-3.962420279,-3.622215271,-1.601843278,-2.193318761,1
-2.944916398,-3.154312449,-2.729943869,-3.871065791,-1.019422872,-3.141015196,-1.394953336,-1.715544454,-2.706116144,-2.328938806,-1.025200869,-1.861334517,-2.61902414,-2.950531945,-2.481413206,-2.166099414,1
-3.995490579,-2.250645002,-3.56138152,-1.55612808,-2.952610881,-2.813002486,-2.253207831,-3.694789917,-3.813672428,-2.429975328,-3.533054707,-2.528606122,-3.213455733,-1.370885148,-1.728556253,-2.258291983,1
3.642963243,1.718850004,2.768005518,1.969017337,3.653441288,1.545403534,3.352473538,2.416664648,2.583140944,2.103474283,2.459998435,2.635224044,3.481943477,1.652108151,2.244679653,4.003216227,1
-2.32778078,-1.541372315,-2.790094545,-2.320537501,-1.983549352,-2.878414032,-1.80949985,-1.81162163,-1.390335811,-2.378218969,-2.539796016,-1.685870179,-2.637581195,-2.532566472,-2.988429415,-2.297685828,1
0.325095657,4.353010803,-5.888628289,-0.526653332,-3.50720385,-4.894161765,-3.003269739,2.434365743,0.854730781,-3.98064735,1.590303662,-5.011810558,2.180743023,3.095825933,-2.966420102,-3.701447272,1
-1.740458719,-1.358083801,-0.92081251,-2.948254732,-1.284807421,-3.108011903,-2.71535162,-3.05584059,-2.84323542,-2.708090178,-2.281368684,-4.054059655,-1.954213723,-2.494630429,-1.636676053,-2.906233119,1
-2.888123736,-1.440986599,-3.55248237,-1.996371838,-1.850061621,-2.227293586,-1.506907211,-2.539943795,-2.579025539,-2.004881123,-2.82078379,-2.274897955,-2.116397409,-2.275425516,-2.913672418,-2.506417329,1
1.736293479,1.568240967,1.496726977,2.747355949,2.77929787,3.398365042,1.425104336,1.687439062,1.669209601,2.534275134,1.456743066,2.908659826,1.414147227,1.414225085,3.165032194,3.100660496,1
3.450592076,2.176230921,2.88600287,2.310116463,4.050010295,2.717587758,2.587234259,2.476594325,2.749246419,1.735473684,2.568086991,2.603742378,1.957215379,0.620671809,2.201416231,2.178053226,1
3.14317854,2.333537773,3.343272434,1.519392574,2.49492435,2.161855069,1.701463505,2.846433048,2.387768936,1.466166564,2.507858381,1.392553685,2.422603331,3.579463117,2.60178807,1.862435778,1
-2.173746758,-3.3049485,-2.086538351,-2.597686352,-2.675893169,-2.275947795,-2.62016233,-3.464943343,-2.20646037,-1.667770278,-1.922625449,-2.079054905,-1.215432072,-1.708509765,-3.137040478,-2.687104249,1
-1.813391386,-2.0960849,-3.474513842,-1.723536144,-2.325314466,-1.732575162,-2.651232659,-1.797364904,-2.088378094,-3.134429272,-2.794829886,-3.047093048,-1.519843385,-1.658753716,-2.520216764,-2.89718218,1
1.817398555,2.277030966,1.828157739,1.373236473,1.592837338,2.838753123,1.856175755,1.437746167,2.504674523,2.912677601,2.811891089,3.242480201,3.4046774,2.572062239,3.063514226,2.491659678,1
